old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
19,1052500513,52012006,500513,บุญวาทย์วิทยาลัย,Bunyawat,นายพูลศักดิ์ จิตสว่าง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 230 -,หัวเวียง,เมืองลำปาง,ลำปาง,52000,bws_a@ymail.com,www.bwc.ac.th,Lampang,054230432,054222122,พ.ศ.2441,3.4,1.4,x,y,211,4035,98,13 มิถุนายน 2562 เวลา 09:52:35 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,3,187,18,4,0,1,4,205,2021-07-09 04:13:40.153047
20,1052500522,52012007,500522,แม่เมาะวิทยา,maemohwittaya,นายถนอม อุปวัฒนานันท์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 8 เมาะหลวง,แม่เมาะ,แม่เมาะ,ลำปาง,52220,maemohwittaya@gmail.com,www.maemoh.ac.th,แม่เมาะ,054266031,054330692,พ.ศ.2519,25.0,0.5,l,y,66,835,29,21 มิถุนายน 2562 เวลา 16:47:41 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,2,35,6,0,1,19,3,41,2021-07-09 04:13:40.730937
21,1052500514,52012008,500514,ลำปางกัลยาณี,LampangKanlayanee,นายนิรันดร หมื่นสุข,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 เลขที่ 224,สวนดอก,เมืองลำปาง,ลำปาง,52100,lks2458@yahoo.com,www.lks.ac.th,ลำปาง,054-227654-5,054224389,5 ก.ค. 2458,5.0,2.0,x,y,172,3277,79,27 ตุลาคม 2560 เวลา 06:58:00 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,3,142,16,0,1,9,4,158,2021-07-09 04:13:41.415607
22,1052500523,52012009,500523,สบจางวิทยา,SOBJANGWITTHAYA,นางทิพพา ใจใหญ่,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6 สบจาง เลขที่ 2,นาสัก,แม่เมาะ,ลำปาง,52220,sobjang_06@yahoo.com,www.sobjangwitthaya.ac.th/,นาสัก,054380581,054380581,2536,70.0,35.0,m,y,21,129,7,07 มิถุนายน 2562 เวลา 13:19:39 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,11,1,0,3,5,1,12,2021-07-09 04:13:41.998638
23,1052500516,52012010,500516,เตรียมอุดมศึกษาพัฒนาการเขลางค์นคร,TRIAM UDOM SUKSA PATTANAKARN KHELANGNAKORN SCHOOL,นายสุทิน คงสนุ่น,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 เขลางค์ทอง,บ่อแฮ้ว,เมืองลำปาง,ลำปาง,52100,khe-lang@hotmail.com,http://www.tup-kln.ac.th/,บ่อแฮ้ว,054-226932,054222954,2 พฤษภาคม 2517,5.0,10.0,l,y,90,962,44,08 สิงหาคม 2561 เวลา 10:45:12 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,2,2,53,6,5,0,22,4,59,2021-07-09 04:13:42.648733
24,1052500518,52012011,500518,เสด็จวนชยางค์กูลวิทยา,Sadetwanachayangkulwittaya,นายกัมพล ธิติกร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านปงอ้อม,บ้านเสด็จ,เมืองลำปาง,ลำปาง,52000,sc.sadet@gmail.com,www. lab schools.net/sa,บ้านเสด็จ,054-019784,054-019783,12 มิถุนายน 2529,25.0,26.0,m,y,41,427,18,12 มิถุนายน 2562 เวลา 12:41:57 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,1,26,0,3,2,7,2,26,2021-07-09 04:13:43.204303
25,1052500528,52012012,500528,ประชาราชวิทยา,Pracharachwittaya,นายสุวัฒน์ ท้าวเขื่อน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 นาแรม,บ้านร้อง,งาว,ลำปาง,52110,,www.pcrw.ac.th,บ้านร้อง/ปงเตา,054-365033,054365033,2521,110.0,15.0,m,y,22,208,9,19 เมษายน 2561 เวลา 23:07:58 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,0,1,3,5,1,12,2021-07-09 04:13:43.756473
26,1052500527,52012013,500527,ประชารัฐธรรมคุณ,Pracharatthummakun School,นายบรรจง สอนสมบูรณ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 หลวงเหนือ,หลวงเหนือ,งาว,ลำปาง,52110,prtmail@ge.go.th,www.prt.ac.th,หลวงเหนือ,054-261413,054-261413,2506,95.0,3.0,l,y,60,837,32,29 กรกฎาคม 2563 เวลา 16:19:08 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,2,42,5,3,0,6,3,47,2021-07-09 04:13:44.336170
27,1052500538,52012014,500538,ห้างฉัตรวิทยา,Hangchatwittaya,นายใจชาย ปัณนะพงษ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านแพะ,ห้างฉัตร,ห้างฉัตร,ลำปาง,52190,hcwlp@hotmail.com,www.hcw.ac.th,ห้างฉัตร,054-269284,054269494,สิงหาคม 2504,15.0,7.0,m,y,38,438,15,14 พฤศจิกายน 2562 เวลา 12:30:46 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,1,24,1,5,0,6,2,25,2021-07-09 04:13:44.928333
28,1052500539,52012015,500539,แม่สันวิทยา,maesunwittyaschool,นางสาวษมาภรณ์ สายวงศ์ปัญญา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านป่าเหียง,แม่สัน,ห้างฉัตร,ลำปาง,52190,msw.lampang@gmail.com,www.maesun.ac.th,แม่สัน,054-343440,054343440,01/06/2519,38.0,10.0,m,y,23,198,12,24 มกราคม 2563 เวลา 14:42:20 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,14,2,1,1,4,1,16,2021-07-09 04:13:45.527895
29,1052500540,52012016,500540,เวียงตาลพิทยาคม,Wiangtanphittayakom School,นายเสกสรรค์ พิทักษ์ทา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 ยางอ้อย,เวียงตาล,ห้างฉัตร,ลำปาง,52190,Wiangtanphittakom@gmail.com,www.wtps.ac.th,เวียงตาล,054-339031,054339031,08/03/2537,25.0,6.0,s,y,16,79,6,29 มิถุนายน 2561 เวลา 22:47:04 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,0,0,1,2,1,12,2021-07-09 04:13:46.079620
30,1052500534,52022001,500534,แม่ทะวิทยา,Maetawittaya,นายผจญ ภักดีวิวัฒน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 ท่าแหน,แม่ทะ,แม่ทะ,ลำปาง,52150,maethawittaya.gmail.com,http://www.maethawittaya.ac.th,แม่ทะ,054289133,054289133,29012509,25.0,3.8,m,y,23,219,14,03 ธันวาคม 2563 เวลา 13:28:43 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,17,0,0,0,3,1,17,2021-07-09 04:13:46.672025
31,1052500537,52022002,500537,สบปราบพิทยาคม,Sobprabpittayakom,นายเจนวิทย์ เลิศหิรัญปริยกร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 15 หล่ายฮ่องปุ๊สามัคคี,สบปราบ,สบปราบ,ลำปาง,52170,sobprabpittayakom@hotmail.com,www.sppit.ac.th,สบปราบ,054296161,054296263,22 มิถุนายน 2514,53.0,4.5,l,y,62,816,28,28 กรกฎาคม 2563 เวลา 19:48:03 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,43,2,2,1,13,1,45,2021-07-09 04:13:47.264222
32,1052500524,52022003,500524,เกาะคาวิทยาคม,kokhawittayakom@gmail.com,นายเสน่ห์ สายต่างใจ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านเกาะคา,เกาะคา,เกาะคา,ลำปาง,52130,kokhawittayakom@gmail.com,sites.google.com/view/kwsch,เกาะคา,054281382,054281381,23 มิถุนายน 2514,20.0,1.0,m,y,18,131,7,03 ธันวาคม 2563 เวลา 15:04:13 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,8,5,2,1,1,1,13,2021-07-09 04:13:47.819718
33,1052500526,52022004,500526,เสริมงามวิทยาคม,Soemngam Witthayakhom School,นายสุมล สัญญเดช,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6 134,ทุ่งงาม,เสริมงาม,ลำปาง,52210,Soemngam.wit@gmail.com,www.swt.ac.th,เสริมงาม,054286123,054286333,15 กันยายน 2515,60.0,5.0,l,y,62,917,30,23 มิถุนายน 2560 เวลา 03:37:37 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,53,3,0,1,4,1,56,2021-07-09 04:13:48.445849
34,1052500533,52022005,500533,แม่พริกวิทยา,Maeprikwittaya,นายณรงค์ศักดิ์ อบหอม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 37,พระบาทวังตวง,แม่พริก,ลำปาง,52180,maeprikwittaya@gmail.com,http://www.mpw.ac.th,พระบาทวังตวง,054299372,054299271,17 พฤษภาคม 2516,125.0,1.0,m,y,17,250,15,17 กรกฎาคม 2561 เวลา 15:21:58 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,15,0,1,0,0,1,15,2021-07-09 04:13:49.019025
35,1052500535,52022006,500535,แม่ทะประชาสามัคคี,Maethaprachasamukkee,นายเสกสรรค์ ปิวศิลป์ศักดิ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 นาฟาน,ดอนไฟ,แม่ทะ,ลำปาง,52150,mtsschool2556@gmail.com,www.mtsschool.com,ดอนไฟ,0864289055,054828121,09/03/2525,27.7,16.4,s,y,16,91,11,22 กรกฎาคม 2563 เวลา 10:49:55 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,0,0,1,2,1,12,2021-07-09 04:13:49.612510
36,1052500525,52022007,500525,ไหล่หินวิทยา,Laihinwittaya,นายพรศิลป์ สิงห์ทอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ไหล่หิน,ไหล่หิน,เกาะคา,ลำปาง,52130,Laihinws.net@gmail.com,,เทศบาลตำบลไหล่หิน,054-274067,054-274068,2 พ.ย. 2517,20.0,10.0,s,y,14,120,9,19 กรกฎาคม 2562 เวลา 10:18:27 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,9,0,1,1,2,1,9,2021-07-09 04:13:50.207181
37,1052500532,52022008,500532,เวียงมอกวิทยา,wiengmokwittaya,นายไชยวสันต์ ใหม่ทรายเปียง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 14 เด่นไม้ซูง,เวียงมอก,เถิน,ลำปาง,52160,wmsschools63@gmail.com,www.wms.ac.th,เวียงมอก,054241506,054241506,9/07/2524,120.0,30.0,m,y,36,370,13,20 กรกฎาคม 2563 เวลา 09:21:48 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,16,6,1,1,10,1,22,2021-07-09 04:13:50.761374
38,1052500536,52022009,500536,แม่ทะพัฒนศึกษา,MAETHAPATTANASUKSA SCHOOL,นายสมบัติ อุตรัตน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 234,บ้านบอม,แม่ทะ,ลำปาง,52150,infomaethapat@gmail.com,data.bopp-obec.info/web/?School_ID=1052500536,บ้านบอม,054290318,054290318,10 มกราคม 2528,40.0,13.0,m,y,20,174,12,22 มกราคม 2563 เวลา 11:05:43 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,14,0,1,0,4,1,14,2021-07-09 04:13:51.325057
39,1052500531,52022010,500531,เถินวิทยา,Thoen Wittaya,นายวิโรจ หลักมั่น,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 บ้านดอนไชย,ล้อมแรด,เถิน,ลำปาง,52160,thoen1@ns.tws.ac.th,www.tws.ac.th,เถิน,054291624,054333334,15 เมษายน 2506,90.0,5.0,l,y,85,1225,39,22 สิงหาคม 2562 เวลา 10:36:22 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,1,54,8,3,2,15,2,62,2021-07-09 04:13:52.003169
40,1052500541,52032001,500541,เมืองปานวิทยา,Muangpanwittaya,นายวัชรินทร์ จันทิมา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านแพะ,เมืองปาน,เมืองปาน,ลำปาง,52240,MPW.Lampang@gmail.com,www.mpws.ac.th,เทศบาลตำบลเมืองปาน,0-5427-6045,054276046,20/4/2519,63.0,0.5,m,y,26,255,12,14 มิถุนายน 2560 เวลา 15:07:56 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,3,2,1,6,1,15,2021-07-09 04:13:52.574683
41,1052500530,52032002,500530,วังเหนือวิทยา,Wangnuawittaya,นายดำรงค์ ตุลาสืบ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 ทุ่งเป้า,วังเหนือ,วังเหนือ,ลำปาง,52140,wnw_school@yahoo.com,http://www.wnw.ac.th,วังเหนือ,0-5427-9074,054332257,วันที่ 1 กรกฎาคม พุทธศักราช 2512,120.0,1.0,l,y,90,1197,35,15 พฤษภาคม 2561 เวลา 14:50:44 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,1,56,1,2,6,22,2,57,2021-07-09 04:13:53.217841
42,1052500542,52032003,500542,ทุ่งกว๋าววิทยาคม,Thungkaowwittayakom,นายศานติกรศิ์ วงค์เขียว,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านจ๋ง,ทุ่งกว๋าว,เมืองปาน,ลำปาง,52240,thurakarn.tws@gmail.com,thungkaow.ac.th/,ทุ่งกว๋าว,054823117,054823118,21/กพ/2527,35.0,28.0,m,y,26,189,12,24 เมษายน 2562 เวลา 10:34:49 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,20,0,1,2,2,1,20,2021-07-09 04:13:53.775231
